Proteome Id	Organism	Organism Id	Protein count
UP000281620	Alces alces faeces associated smacovirus MP78	2219142	2
UP000281649	Soft spider associated circular virus 1	2293301	2
UP000281696	Fire ant associated circular virus 1	2293280	2
UP000281697	Tubeweb spider associated circular virus 1	2293308	2
UP000281706	Streptococcus phage 109751	2484225	61
UP000281709	Tomato leaf curl Kerala virus	551531	1
UP000281865	Alces alces faeces associated microvirus MP10 5560	2219133	6
UP000281871	Sulfolobus spindle-shaped virus	2491899	22
UP000281907	Pectobacterium phage Clickz_B7	2489624	54
UP000281964	Bacillus phage vB_BpsM-61	2419620	75
UP000281968	Escherichia phage OLB145	2448910	74
UP000281993	Microbacterium phage ValentiniPuff	2315705	112
UP000282002	Tabrizicola piscis	2494374	4119
UP000282008	Fly associated circular virus 7	2293287	2
UP000282032	Longjawed orbweaver circular virus 1	2293294	2
UP000282037	Alces alces faeces associated genomovirus MP84	2219116	2
UP000282170	Streptomyces fungicidicus	68203	6567
UP000282192	Gordonia phage Turuncu	2315610	94
UP000282242	Lynx canadensis associated microvirus CLP 9413	2219141	4
UP000282247	Streptomyces phage Darolandstone	2315716	55
UP000282283	Microbacterium phage Efeko	2315704	28
UP000282438	Iodobacter ciconiae	2496266	3200
UP000282483	Candidatus Rickettsiella viridis	676208	1355
UP000282493	Spider associated circular virus 3	2293304	2
UP000282542	Arthrobacter phage Liebe	2488780	69
UP000282597	Mycoavidus cysteinexigens	1553431	2280
UP000282639	Vibrio phage P23	2488664	72
UP000282667	Gordonia phage KidneyBean	2301603	92
UP000282767	Cylindrospermum sp. NIES-4074	2005457	6423
UP000282876	Tubulinosema ratisbonensis	291195	2996
UP000282892	Neobacillus mesonae	1193713	5368
UP000283134	Arthrobacter sp. MN05-02	1571833	3539
UP000283474	Pollutimonas thiosulfatoxidans	2028345	3284
UP000284334	Streptomyces phage Gilson	2488789	229
UP000285301	Dinothrombium tinctorium	1965070	13518
UP000285363	Bacillus phage vB_BpsS-140	2419621	66
UP000285517	Aequorivita sp. H23M31	2494375	3051
UP000286268	Clostridium manihotivorum	2320868	5184
UP000286689	Molossus molossus circovirus 2	1959843	2
UP000286786	Alteromonas phage ZP6	2492447	48
UP000286822	Molossus molossus circovirus 4	1959845	2
UP000286823	Staphylococcus phage B122	2848096	68
UP000286919	Pantoea phage vB_PagS_MED16	2499074	73
UP000286954	Glycocaulis alkaliphilus	1434191	2866
UP000286955	Thermobifida phage P318	2500138	52
UP000286996	Klebsiella phage KpKT21phi1	2500828	76
UP000287034	Gordonia phage Kenna	2499025	98
UP000287084	Paracoccus phage vB_PyeM_Pyei1	2500566	75
UP000287100	Mini PCV-like virus	2137787	2
UP000287167	Vibrio phage LP.2	2500151	68
UP000287243	Velamenicoccus archaeovorus	1930593	1851
UP000287318	Alteromonas phage P24	2500137	74
UP000287372	Streptomyces phage Hiyaa	2499072	124
UP000287382	Bacillus phage vB_BthS_BMBphi	2498843	79
UP000287384	Macaca mulatta feces associated virus 6	2499228	2
UP000287394	Capsulimonas corticalis	2219043	6592
UP000287404	Macaca mulatta feces associated virus 7	2499229	2
UP000287412	Macaque stool associated virus 11	2499233	3
UP000287416	Acinetobacter phage AbTZA1	2500827	253
UP000287432	Gordonia phage Gray	2499024	124
UP000287452	Macaca mulatta feces associated virus 1	2499223	2
UP000287502	Geovibrio thiophilus	139438	2687
UP000287564	Caproiciproducens sp. NJN-50	2507162	3089
UP000287589	Molossus molossus circovirus 1	1959842	1
UP000287594	Mycobacterium phage JacoRen57	2499043	73
UP000287601	Aminipila luticellarii	2507160	2438
UP000287638	Macaca mulatta feces associated virus 4	2499226	2
UP000287655	Gordonia phage Kiko	2500571	67
UP000287664	Paracoccus phage vB_PkoS_Pkon1	2500568	79
UP000287705	Circovirus sp.	1964372	2
UP000287712	Microbacterium phage Schubert	2500787	55
UP000287755	Vibrio phage LP.1	2500150	71
UP000287816	Canine circovirus	1194757	2
UP000287829	Paracoccus phage vB_PthS_Pthi1	2500570	52
UP000287831	Macaca mulatta feces associated virus 9	2499231	2
UP000287850	Paracoccus phage vB_PsuS_Psul1	2500569	57
UP000287856	Mycobacterium phage IronMan	2499042	91
UP000287862	Shigella phage vB_SdyM_006	2500762	252
UP000287866	Phycicoccus flavus	2502783	1211
UP000287890	Clostridium sp. JN-9	2507159	2864
UP000287896	Bacillus phage pW2	2500559	172
UP000287918	Arthrobacter phage Maja	2499009	56
UP000287925	Macaca mulatta feces associated virus 5	2499227	2
UP000287947	Bacillariodnavirus LDMD-2013	1379694	4
UP000287985	Macaca mulatta feces associated virus 2	2499224	2
UP000288011	Macaca mulatta feces associated virus 3	2499225	3
UP000288162	Mycobacterium phage Malec	2500574	92
UP000288190	Mycobacterium phage CamL	2499033	102
UP000288208	Enterococcus phage Nonaheksakonda	2488858	74
UP000288238	Gordonia phage Savage	2499027	75
UP000288255	Salmonella phage Munch	2500169	538
UP000288308	Porcine circovirus 3	1868221	1
UP000288474	Mink circovirus	1475143	2
UP000288494	Escherichia phage vB_EcoM_005	2500761	250
UP000288571	Paracoccus phage vB_PbeS_Pben1	2500567	71
UP000288615	Feline stool-associated circular virus KU14	2249941	2
UP000288641	Pantoea phage vB_PagS_AAS23	2499073	92
UP000288656	Murine circovirus	2171383	1
UP000288674	Bacillus phage pW4	2500560	106
UP000288739	Ensete ventricosum (Abyssinian banana) (Musa ensete)	4639	58382
UP000288813	Janthinobacterium sp. 17J80-10	2497863	3497
UP000288967	Dyella sp. M7H15-1	2501295	2958
UP000289124	Apis mellifera associated microvirus 38	2494767	6
UP000289133	Rhizoctonia solani endornavirus 1	2162642	2
UP000289135	Verrucomicrobia bacterium S94	2488809	3458
UP000289144	Gigaspora margarita giardia-like virus 1	2082658	2
UP000289149	Cherax quadricarinatus iridovirus	2035708	178
UP000289151	Gammapapillomavirus 23	1961680	7
UP000289163	Pseudomonas phage Henu5	2499902	145
UP000289169	Acinetobacter phage Henu6	2500136	234
UP000289178	Streptomyces phage Sebastisaurus	2510572	52
UP000289183	Gammapapillomavirus 25	1961682	7
UP000289185	Snake deltavirus F18-5	2419666	1
UP000289186	Salvia divinorum RNA virus 1	2419804	4
UP000289195	Neochlamydia sp. S13	1353976	2105
UP000289197	Alternaria arborescens victorivirus 1	1728964	2
UP000289199	Turtle grass virus X	2292642	5
UP000289205	Apis mellifera associated microvirus 54	2494785	5
UP000289206	Arthrobacter phage Sonali	2510495	99
UP000289207	Halorubrum pleomorphic virus 9	2126525	28
UP000289209	Gigaspora margarita mitovirus 4	2082668	1
UP000289211	Xanthomonas phage XcP1	2785027	81
UP000289214	Staphylococcus phage vB_SauS_fPfSau02	2510149	68
UP000289215	Apis mellifera associated microvirus 48	2494778	5
UP000289227	Gammapapillomavirus sp.	2049444	6
UP000289228	Streptomyces phage Shawty	2510521	56
UP000289229	Apis mellifera associated microvirus 2	2494747	5
UP000289232	Apis mellifera associated microvirus 42	2494772	5
UP000289241	Apis mellifera associated microvirus 57	2494788	4
UP000289246	Philantomba monticola polyomavirus 1	2170411	8
UP000289248	Rhinolophus blasii polyomavirus 2	2029303	6
UP000289260	Leucobacter triazinivorans	1784719	2978
UP000289270	Gordonia phage Bradissa	2510501	76
UP000289271	Escherichia phage vB_EcoS_IME542	2507711	71
UP000289277	Domestic cat hepadnavirus	2107574	3
UP000289278	Streptomyces phage Vash	2510568	54
UP000289285	Panicum ecklonii-associated virus	2282645	2
UP000289286	Bufonid herpesvirus 1	2282206	152
UP000289296	Sclerotinia minor endornavirus 1	2316144	1
UP000289300	Yongsan tombus-like virus 1	2315813	3
UP000289302	Mycobacterium phage Shaobing	2500807	95
UP000289303	Leptonychotes weddellii papillomavirus 6	2077307	5
UP000289305	Ustilaginoidea virens nonsegmented virus 2	2305465	3
UP000289309	Porcine serum associated circular DNA virus 2	2517212	2
UP000289318	Coconut foliar decay alphasatellite 6	2161879	1
UP000289320	Gigaspora margarita mitovirus 1	2082665	1
UP000289326	Mycoplasmopsis phocirhinis	142650	676
UP000289329	Gordonia phage IDyn	2510506	90
UP000289333	Tomelloso virus	2053981	93
UP000289334	Apis mellifera associated microvirus 1	2494736	5
UP000289336	Pythium polare RNA virus 1	2137353	2
UP000289339	Apis mellifera associated microvirus 18	2494745	5
UP000289345	Halhan virus 3	2480178	2
UP000289354	Canine papillomavirus 21	2304619	7
UP000289358	Streptomyces phage Nishikigoi	2510526	82
UP000289360	Salmonella phage Segz_1	2419756	75
UP000289362	endosymbiont of Euscepes postfasciatus	650377	210
UP000289364	Streptomyces phage BartholomewSD	2510587	87
UP000289379	Blackberry virus A	2185086	3
UP000289380	Sogatella furcifera totivirus 2	2082586	2
UP000289390	Trichoderma asperellum dsRNA virus 1	2305250	2
UP000289392	Aeromonas phage Aswh_1	2419740	406
UP000289395	Apis mellifera associated microvirus 25	2494753	5
UP000289401	Vibrio phage VpaJT_1	2484247	93
UP000289404	endosymbiont of Sipalinus gigas	1972134	228
UP000289405	Gammapapillomavirus 12	1513257	6
UP000289407	Rice latent virus 2	2012857	4
UP000289419	Menghai rhabdovirus	1919071	5
UP000289425	Chenopodium quinoa mitovirus 1	2185087	1
UP000289439	Chrysanthemum virus R	2116736	6
UP000289442	Apis mellifera associated microvirus 26	2494754	7
UP000289449	Chicken associated cyclovirus 2	2109365	2
UP000289461	Tupaia glis polyomavirus 1	2170402	2
UP000289463	Gammapapillomavirus 7	1175849	7
UP000289472	Sogatella furcifera totivirus 1	2082585	2
UP000289486	Pantoea phage vB_PagM_LIET2	2508071	131
UP000289487	Holcus lanatus-associated virus	2282643	2
UP000289491	Rice stripe mosaic virus	1931356	1
UP000289494	Vibrio phage Va1	2508852	135
UP000289505	Apis mellifera associated microvirus 61	2494793	5
UP000289508	Nephila clavipes virus 4	2108201	3
UP000289512	Acinetobacter phage AbTJ	2507835	62
UP000289528	Vibrio phage ValLY_3	2484244	96
UP000289534	Ying Kou virus	2479372	3
UP000289537	endosymbiont of Rhynchophorus ferrugineus	1972133	196
UP000289541	Pseudoalteromonas phage C7	2510494	73
UP000289550	Mizyes virus 1	2480179	1
UP000289551	Culex pipiens-associated Tunisia virus	2079148	4
UP000289553	Adonis mosaic virus	1883104	6
UP000289559	Apis mellifera associated microvirus 32	2494761	5
UP000289561	Macaca mulatta papillomavirus 4	2294152	7
UP000289563	Maize striate mosaic virus	2025388	1
UP000289569	Pythium polare RNA virus 2	2137354	1
UP000289571	Apis mellifera associated microvirus 3	2494758	2
UP000289578	Apis mellifera associated microvirus 58	2494789	4
UP000289584	Gordonia phage EMsquaredA	2510503	80
UP000289592	Apis mellifera associated microvirus 44	2494774	5
UP000289599	Streptomyces phage Austintatious	2500795	53
UP000289600	Moumouvirus australiensis	2109587	866
UP000289621	Odonata-associated circular virus-16	1592116	2
UP000289624	Bacillus phage DK1	2500808	49
UP000289625	Gammapapillomavirus 16	1513261	7
UP000289628	Human papillomavirus type 203	2093789	7
UP000289633	Coconut foliar decay alphasatellite 7	2161880	2
UP000289637	Blackcurrant leafroll-associated virus 1	2292426	9
UP000289640	Apis mellifera associated microvirus 51	2494782	5
UP000289659	Apis mellifera associated microvirus 34	2494763	5
UP000289668	Phaseolus vulgaris endornavirus 3	2268393	1
UP000289670	Salmonella phage SeSz-2	2419753	78
UP000289674	Meiothermus phage MMP17	2483662	66
UP000289677	Apis mellifera associated microvirus 36	2494765	5
UP000289689	Apis mellifera associated microvirus 16	2494743	6
UP000289692	Metamycoplasma salivarium (Mycoplasma salivarium)	2124	615
UP000289695	Aeromonas phage AsFcp_2	2419736	303
UP000289709	Sclerotinia sclerotiorum mitovirus 2	1133728	1
UP000289710	Mycobacterium phage Fushigi	2502430	86
UP000289720	Apis mellifera associated microvirus 33	2494762	5
UP000289726	'Catharanthus roseus' aster yellows phytoplasma	1193712	509
UP000289729	Cacao Bacilliform SriLanka Virus	2056878	4
UP000289742	Macaca mulatta papillomavirus 2	2294150	7
UP000289747	Gammapapillomavirus 11	1513256	7
UP000289754	Shigella phage vB_SsoS_008	2507846	83
UP000289770	Cacao swollen shoot Ghana N virus	2056884	4
UP000289781	Neofusicoccum luteum fusarivirus 1	1985188	2
UP000289785	Gordonia phage Asapag	2507862	99
UP000289788	Thetapolyomavirus trebernacchii	2218588	3
UP000289790	Fusarium asiaticum victorivirus 1	2268743	2
UP000289803	Apis mellifera associated microvirus 46	2494776	5
UP000289810	Opuntia virus 2	2200716	4
UP000289812	Thalassococcus sp. S3	2017482	4726
UP000289815	Termite gut associated microvirus 2	2486189	5
UP000289817	Halorubrum pleomorphic virus 12	2507578	16
UP000289818	Ashy storm petrel gyrovirus	2249930	4
UP000289833	Potexvirus sp.	2283800	4
UP000289840	Gordonia phage WilliamBoone	2507857	185
UP000289852	Gammapapillomavirus 24	1961681	7
UP000289856	Cohnella abietis	2507935	6200
UP000289871	Rice latent virus 1	2012856	1
UP000289879	Apis mellifera associated microvirus 43	2494773	5
UP000289882	Rodent Torque teno virus 3	2054610	3
UP000289883	Arctopus echinatus-associated virus	2282642	2
UP000289887	Apis mellifera associated microvirus 31	2494760	5
UP000289889	Blackcurrant-associated closterovirus 1	2338394	9
UP000289890	Grapevine associated tymo-like virus	2338396	2
UP000289893	Apis mellifera associated microvirus 37	2494766	5
UP000289905	Camellia chlorotic dwarf-associated virus	2122733	6
UP000289908	Rhinolophus gammaherpesvirus 1	2054179	84
UP000289910	Gammapapillomavirus 6	1175848	5
UP000289925	Macaca mulatta papillomavirus 7	2364644	7
UP000289930	Haloferax tailed virus 1 (HFTV1)	2507575	68
UP000289953	Gammapapillomavirus 22	1961679	7
UP000289975	Mycobacterium phage Ochi17	2502425	110
UP000289977	Apis mellifera associated microvirus 13	2494740	6
UP000289980	Odonata-associated circular virus-1	1592109	2
UP000289990	Lolium perenne-associated virus	2282644	2
UP000290004	Odonata-associated circular virus-2	1592120	2
UP000290012	Boa constrictor papillomavirus 1	2294156	7
UP000290016	Apis mellifera associated microvirus 39	2494768	6
UP000290028	Merida-like virus KE-2017a	1969830	5
UP000290036	Apis mellifera associated microvirus 52	2494783	5
UP000290041	Apis mellifera associated microvirus 6	2494791	5
UP000290045	Mycobacterium phage Nibb	2510585	102
UP000290048	Apis mellifera associated microvirus 28	2494756	5
UP000290049	Arracacha virus 1	2201042	9
UP000290054	Halhan virus 2	2480177	4
UP000290057	Qipengyuania flava	192812	2713
UP000290079	Microbacterium phage Alleb	2507864	109
UP000290081	Rhizophagus diaphanum mitovirus 2	2320184	1
UP000290085	Sclerotinia sclerotiorum deltaflexivirus 2	2219092	1
UP000290088	endosymbiont of Pachyrhynchus infernalis	1971488	212
UP000290095	Helianthus annuus alphaendornavirus	2184469	1
UP000290105	Apis mellifera associated microvirus 23	2494751	6
UP000290113	Grapevine virus G	2022475	3
UP000290115	Myocastor coypus polyomavirus 1	2304056	5
UP000290130	Gammapapillomavirus 9	1175851	7
UP000290131	Vibrio virus vB_VspP_SBP1	2500581	112
UP000290132	Apis mellifera associated microvirus 4	2494769	6
UP000290134	Klebsiella phage YX3973	2500166	64
UP000290145	Andrena haemorrhoa nege-like virus	2094259	3
UP000290151	Apis mellifera associated microvirus 35	2494764	5
UP000290157	Macaca mulatta papillomavirus 3	2294151	7
UP000290161	Apis mellifera associated microvirus 59	2494790	4
UP000290185	Mycobacterium phage Beatrix	2500791	90
UP000290190	Salmonella phage Seszw_1	2479482	72
UP000290195	Drosophila innubila nudivirus	2057187	106
UP000290196	Mycobacterium phage Rajelicia	2502444	89
UP000290197	Culex tritaeniorhynchus totivirus	1870981	2
UP000290209	Gordonia phage Duffington	2507858	92
UP000290211	Alphapapillomavirus 3	333767	7
UP000290229	Rehmannia virus 1	2316740	9
UP000290230	Apis mellifera associated microvirus 50	2494781	5
UP000290245	Salvia hispanica RNA virus 1	2419805	2
UP000290260	Streptomyces phage Lilbooboo	2510571	55
UP000290282	Nephila clavipes virus 3	2108200	2
UP000290296	Staphylococcus phage Henu2	2492948	62
UP000290298	Nitrosopumilaceae archaeon	2202732	2237
UP000290307	Lesser panda anellovirus	2012640	3
UP000290319	Macaca mulatta papillomavirus 6	2364646	7
UP000290327	Vibrio phage VspSw_1	2484249	151
UP000290332	Mycobacterium phage AFIS	2502418	88
UP000290341	Apis mellifera associated microvirus 30	2494759	5
UP000290348	Odonata-associated circular virus-9	1592129	2
UP000290361	Aplysia californica nido-like virus	2283236	3
UP000290362	Gordonia phage NosilaM	2507863	92
UP000290365	Ktedonosporobacter rubrisoli	2509675	9315
UP000290375	Gammapapillomavirus 10	1175852	7
UP000290381	Avian metaavulavirus 20	2560314	8
UP000290398	Gammapapillomavirus 18	1513263	6
UP000290400	Apis mellifera associated microvirus 9	2494796	5
UP000290402	Gordonia phage Mutzi	2500789	94
UP000290411	Apis mellifera associated microvirus 22	2494750	5
UP000290415	Apis mellifera associated microvirus 49	2494779	5
UP000290427	Aeromonas phage ZPAH7B	2501745	29
UP000290431	Vibrio phage VspDsh_1	2484248	55
UP000290434	Potamochoerus porcus polyomavirus 1	2170410	7
UP000290440	Panthera leo polyomavirus 1	2170405	2
UP000290443	Apis mellifera associated microvirus 27	2494755	5
UP000290445	Operophtera brumata nucleopolyhedrovirus	1046267	130
UP000290447	Xanthomonas phage XPP9	2099859	74
UP000290459	Culex circovirus-like virus	2304514	2
UP000290478	Rhinolophus simulator polyomavirus 2	2029305	6
UP000290479	Vibrio phage ValSw4_1	2484246	107
UP000290485	Apis mellifera associated microvirus 45	2494775	5
UP000290487	Apis mellifera associated microvirus 60	2494792	6
UP000290488	Betapapillomavirus 5	334209	7
UP000290499	Rhizophagus irregularis mitovirus 1	2320186	1
UP000290502	Thermus phage TSP4	1298530	98
UP000290503	Yichang virus	2053026	7
UP000290505	Cluster bean endornavirus 1	2340808	1
UP000290511	Rodent Torque teno virus 7	2054614	1
UP000290520	Termite gut associated microvirus 1	2486188	5
UP000290536	Gordonia phage Rickmore	2507854	92
UP000290537	Malacosoma neustria nuclear polyhedrosis virus (MnNPV)	38012	130
UP000290538	Campylobacter phage CP20	2506428	202
UP000290544	Apis mellifera associated microvirus 29	2494757	5
UP000290554	Gigaspora margarita mitovirus 3	2082667	1
